page,page-href,title,review_text,stars
"72","https://www.trustpilot.com/review/www.rebtel.com?page=72","Real minutes are not counting","I just used rebtel to call bangladesh. I have used 35.32 minutes but on my rebtel account it showed 36.32 minutes. That means they are stealing your 1 minute in every call you made. Be honest, you will be in the market for long time.

As of your reply, How you are going to make sure its not gonna happen in the future. This is your automated system. I'm going to make another call tomorrow. If I see real time in my account, I will apologies and will change my comments and ratings about your company. Thanks.","star-rating count-2 size-medium clearfix"
"7","https://www.trustpilot.com/review/www.rebtel.com?page=7","Very good and good prices!","Very good and good prices!","star-rating count-5 size-medium clearfix"
"7","https://www.trustpilot.com/review/www.rebtel.com?page=7","sometimes the calls don't connect …","sometimes the calls don't connect properly but you get charged for the call bt otherwise it has been helpful.","star-rating count-3 size-medium clearfix"
"24","https://www.trustpilot.com/review/www.rebtel.com?page=24","multiple payment","hi, 
I am using Rebtel India plan for USA 10.00 , the payment is every 30 days via my credit card, but recently Rebtel has changed me inoddly of the month as world credit plan. 
when I asked the query they are saying they payment is made from my mobile but since I have already India monthy plan so why they charge me again in the middle of the month

I will call the Credit card company for this transaction which is not done by me and cancel  my Rebtel subscription 

it's really pathetic service and no trust. 

Regards 
Pradeep Shukla 
.","star-rating count-1 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=83","Awesome!","Excellent call quality; excellent rates","star-rating count-5 size-medium clearfix"
"16","https://www.trustpilot.com/review/www.rebtel.com?page=16","Nice and affordable prices","It's wise to use rebtel.","star-rating count-5 size-medium clearfix"
"32","https://www.trustpilot.com/review/www.rebtel.com?page=32","No issues,works perfect for India calling","No issues,works perfect for India calling","star-rating count-5 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=29","Excellent","Excellent voice clarity","star-rating count-5 size-medium clearfix"
"84","https://www.trustpilot.com/review/www.rebtel.com?page=84","Ilav","freee goood ilav you","star-rating count-5 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=109","Great Service and great Rates overseas..","Thank you Rebtel & All the Staff that has been great help and   wonderful service.  I would recommend Rebtel to everyone.","star-rating count-5 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=91","nice app","Rebtel has fairly cheap rates. International call are clear however Im hoping that the text messages sent could be saved.","star-rating count-4 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=11","Easy","Easy, reliable and cost effective way to make calls to my country, Nigeria.","star-rating count-5 size-medium clearfix"
"74","https://www.trustpilot.com/review/www.rebtel.com?page=74","great app...very good quality.","great app...very good quality.","star-rating count-5 size-medium clearfix"
"104","https://www.trustpilot.com/review/www.rebtel.com?page=104","Rebtel is the best company in communication I have ever known; it is so clear","The reasons I like rebtel, it is clear,has reasonable rates, it gives receipts when purchasing airtime; one can send sms. I give you 5 stars","star-rating count-5 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=57","easy life","Retel has made life easy for people, mostly in aboard to communicate with there love ones and to keep there business going on. thanks Rebtel","star-rating count-5 size-medium clearfix"
"111","https://www.trustpilot.com/review/www.rebtel.com?page=111","I do not like rebt","They do not add all of my money it is always a problem with my money being added or I can't add money for a couple of days!","star-rating count-1 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=79","Always connects clearly first time.","Clear voice calls, good value for money.","star-rating count-5 size-medium clearfix"
"74","https://www.trustpilot.com/review/www.rebtel.com?page=74","Access number unavialable!","I've been using Rebtel for over two years now and largely the service is convenient and competitive on pricing. However my issue is with custmer service, if you ever run into technical difficulties, you can not speak to anyone, you have to send off an email and wait until someone gets back to you. The access number in Toronto has been unavailable for a couple of hours now and there is absolutely nothing I can do about it but wait for Rebtel to respond to me in their own sweet time. Does not work for me! Time to look for an alternative service.","star-rating count-3 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=29","Easy conection","Good company to call Cuba. No hiden fees.","star-rating count-5 size-medium clearfix"
"36","https://www.trustpilot.com/review/www.rebtel.com?page=36","Restricted Accounts Wants to Activate","I would like to inform you on my last openion about the problems with Rebtel account.That inform you in many times and i always try to contact with your any agent.But unfortunately your company and the agents of your appropriate company doesnt reply properly.They reply at  once in 4 days and its not a proper reply or solution for me,its only a computer based text.It cannot mention a solution.So at this time i would like to say,if your company doesnt clear my problem,please refund the account balance.I taken about 50 rebtel user id used with my own gmail adress . But the last 5 days in this adress a lotsof user id cannot worked.When i inform you,then i get a mail that shown, contact agent or mail to rebtel at soon.But when i try to mail rebtel or agent that never come to reply or online.My customers have troble with this issue.So i want to activate the restricted accounts or otherwise refund all restricted account balances.

MY request (#832647)","star-rating count-1 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=9","Deceptive marketing of unlimited plans","I signed up for an unlimited UK plan, but it wasn't specified that the premium/special numbers that are excluded from the plan include things like banks, establishments, or any commercial enterprise.  Who in their right mind would assume such things are excluded???  Frankly that's deceptive marketing practices","star-rating count-1 size-medium clearfix"
"16","https://www.trustpilot.com/review/www.rebtel.com?page=16","Poor Support Experience","Few months back I was charged multiple times and I contacted the support 4 or 5 times and I never got my money back. Support is very bad.","star-rating count-1 size-medium clearfix"
"60","https://www.trustpilot.com/review/www.rebtel.com?page=60","Rebtel","I like Rebtel.. It's very cheaper n voice quality is very gud...","star-rating count-4 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=77","Cheap As Overseas Calls, Even to Mobile Phones","Very good overseas calls rates, even to mobile phones, cheaper than the traditional phone cards. Very convenient as well, you get a local landline number in place of the overseas number eg instead of dialling 001160162337976, you merely dial 0380897700, if you are located in Victoria. Awesome technology!","star-rating count-5 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=83","why cant i get though","Hi some numbers i cant contact  don't know why, is it there server  ? vince","star-rating count-3 size-medium clearfix"
"104","https://www.trustpilot.com/review/www.rebtel.com?page=104","Perfect","I will surely recommend this site to everyone. This is a whole lot cheaper and reliable so far","star-rating count-5 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=81","the best i'av bean trying others for five years","This is the best there is","star-rating count-5 size-medium clearfix"
"42","https://www.trustpilot.com/review/www.rebtel.com?page=42","Prices changes was not Welcome","I use to buy 1000 minutes to bangladesh for around £7 but now they have reduced this to 500 minutes for £6, very unhappy about this but overall a good service","star-rating count-3 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=47","Making calls","I keep having it bad when making calls.i think it good you make it work for good.you keep taking my money without connecting me to call party...and you bill me too much too. But i want always use your app to call.","star-rating count-1 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=13","Charged to my card even though I cancelled the free trial","I had cancelled the free trail one day before the 7th day, still got charged in bank account. When contacted customer care said auto charge was enabled and the technical team would look at the concerns. However never heard back from them?
The chat support can't help. I am not sure how to resolve my issue.

===

That's not true it was cancelled on 21st Oct. and what about the money that was debited from by bank account?? Please ensure that is returned. Thanks !1","star-rating count-1 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=15","How is Rebtel","It is fair choice for every one to make cheap calls but it need to improve on certain features like call dropping in the middle of the conversation","star-rating count-3 size-medium clearfix"
"12","https://www.trustpilot.com/review/www.rebtel.com?page=12","Very bad service","Very bad service. I used the free trial and never could call UK as I wanted. I am in Mexico and the local number they gave me to get connected to The UK always said it was not available. Waste of time and money because they charged my card and refused to give me a refund.

Don't try this bad service.","star-rating count-1 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=103","hello","the charges are much in order that we look for alternatives. May be the charges depend on your market analysis but on my side it limit me to call like in South Africa, Rwanda, Kenya and other countries of Africa.

Entering the new number given to me is stressing, some times I forget and start to call without remember that I was given new number. 

Thanks you for follow up how your service are received.","star-rating count-3 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=59","Fantastic service","its been 3 years on a row now that I've been using rebtel and I can categorically say that I've enjoyed every bit of my transaction and service with rebtel. Always on point.","star-rating count-5 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=95","I love your services.","keep on giving a better service and i have recommended your services to two people and i will continue doing that.","star-rating count-5 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=41","The rebtel to rebtel apps..","There used to be a apps that allows you to talk I ther rebtel user for free.  This feature was removed and now been charged for call with other rebtel users. What a bad ideas.","star-rating count-3 size-medium clearfix"
"30","https://www.trustpilot.com/review/www.rebtel.com?page=30","good service","good service","star-rating count-5 size-medium clearfix"
"104","https://www.trustpilot.com/review/www.rebtel.com?page=104","Poor service","The tarif is not crossponde with the time given","star-rating count-3 size-medium clearfix"
"74","https://www.trustpilot.com/review/www.rebtel.com?page=74","awesomeness!!!!!!!!!","You guys are great, nothing to complain about so far. hopefully it will stay that way.

Proud Rebtel customer!!!!","star-rating count-5 size-medium clearfix"
"113","https://www.trustpilot.com/review/www.rebtel.com?page=113","BRILLIANT!!","Absolutely fantastic, wish you had good rates for Kenya too.","star-rating count-4 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=109","Best so far on the market, I've found.","Best so far on the market, I've found. Quality call. Clear voice. Possibility to send text and sms message a plus. The price is live-able with. Looking forward for more, especialy discount...","star-rating count-5 size-medium clearfix"
"104","https://www.trustpilot.com/review/www.rebtel.com?page=104","Great","Great Service","star-rating count-5 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=35","Good communication","Its is very to call other countries with cheap rate","star-rating count-4 size-medium clearfix"
